@relation HW4_TRAIN_SONAR_NOISE

@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute F9 numeric
@attribute F10 numeric
@attribute F11 numeric
@attribute F12 numeric
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute F17 numeric
@attribute F18 numeric
@attribute F19 numeric
@attribute F20 numeric
@attribute F21 numeric
@attribute F22 numeric
@attribute F23 numeric
@attribute F24 numeric
@attribute F25 numeric
@attribute F26 numeric
@attribute F27 numeric
@attribute F28 numeric
@attribute F29 numeric
@attribute F30 numeric
@attribute F31 numeric
@attribute F32 numeric
@attribute F33 numeric
@attribute F34 numeric
@attribute F35 numeric
@attribute F36 numeric
@attribute F37 numeric
@attribute F38 numeric
@attribute F39 numeric
@attribute F40 numeric
@attribute F41 numeric
@attribute F42 numeric
@attribute F43 numeric
@attribute F44 numeric
@attribute F45 numeric
@attribute F46 numeric
@attribute F47 numeric
@attribute F48 numeric
@attribute F49 numeric
@attribute F50 numeric
@attribute F51 numeric
@attribute F52 numeric
@attribute F53 numeric
@attribute F54 numeric
@attribute F55 numeric
@attribute F56 numeric
@attribute F57 numeric
@attribute F58 numeric
@attribute F59 numeric
@attribute F60 numeric
@attribute F61 numeric
@attribute F62 numeric
@attribute F63 numeric
@attribute F64 numeric
@attribute F65 numeric
@attribute F66 numeric
@attribute F67 numeric
@attribute F68 numeric
@attribute F69 numeric
@attribute F70 numeric
@attribute F71 numeric
@attribute F72 numeric
@attribute F73 numeric
@attribute F74 numeric
@attribute F75 numeric
@attribute F76 numeric
@attribute F77 numeric
@attribute F78 numeric
@attribute F79 numeric
@attribute F80 numeric
@attribute F81 numeric
@attribute F82 numeric
@attribute F83 numeric
@attribute F84 numeric
@attribute F85 numeric
@attribute F86 numeric
@attribute F87 numeric
@attribute F88 numeric
@attribute F89 numeric
@attribute F90 numeric
@attribute CLASS_LABEL {1,-1}

@data
0.0211,0.0128,0.0015,0.045,0.0711,0.1563,0.1518,0.1206,0.1666,0.1345,0.0785,0.0367,0.1227,0.2614,0.428,0.6122,0.7435,0.813,0.9006,0.9603,0.9162,0.914,0.7851,0.5134,0.3439,0.329,0.2571,0.3685,0.5765,0.619,0.4613,0.3615,0.4434,0.3864,0.3093,0.2138,0.1112,0.1386,0.1523,0.0996,0.1644,0.1902,0.1313,0.1776,0.2,0.0765,0.0727,0.0749,0.0449,0.0134,0.0174,0.0117,0.0023,0.0047,0.0049,0.0031,0.0024,0.0039,0.0051,0.0015,0.25822,0.31105,0.66764,0.14669,0.84731,0.58563,0.97711,0.61357,0.45272,0.19413,0.27307,0.94107,0.71686,0.90115,0.97591,0.77256,0.64503,0.37369,0.46724,0.38565,0.79501,0.29221,0.47575,0.71819,0.98233,0.40731,0.76359,0.89002,0.076506,0.86501,1
0.0231,0.0315,0.017,0.0226,0.041,0.0116,0.0223,0.0805,0.2365,0.2461,0.2245,0.152,0.1732,0.3099,0.438,0.5595,0.682,0.6164,0.6803,0.8435,0.9921,1,0.7983,0.5426,0.3952,0.5179,0.565,0.3042,0.1881,0.396,0.2286,0.3544,0.4187,0.2398,0.1847,0.376,0.4331,0.3626,0.2519,0.187,0.1046,0.2339,0.1991,0.11,0.0684,0.0303,0.0674,0.0785,0.0455,0.0246,0.0151,0.0125,0.0036,0.0123,0.0043,0.0114,0.0052,0.0091,0.0008,0.0092,0.5671,0.4202,0.86333,0.6498,0.42704,0.45625,0.45143,0.23493,0.52657,0.45489,0.0082376,0.99026,0.099628,0.42789,0.61336,0.3554,0.78622,0.61403,0.53488,0.20386,0.86803,0.91698,0.77766,0.128,0.88603,0.69172,0.35051,0.49833,0.21169,0.6739,1
0.0264,0.0071,0.0342,0.0793,0.1043,0.0783,0.1417,0.1176,0.0453,0.0945,0.1132,0.084,0.0717,0.1968,0.2633,0.4191,0.505,0.6711,0.7922,0.8381,0.8759,0.9422,1,0.9931,0.9575,0.8647,0.7215,0.5801,0.4964,0.4886,0.4079,0.2443,0.1768,0.2472,0.3518,0.3762,0.2909,0.2311,0.3168,0.3554,0.3741,0.4443,0.3261,0.1963,0.0864,0.1688,0.1991,0.1217,0.0628,0.0323,0.0253,0.0214,0.0262,0.0177,0.0037,0.0068,0.0121,0.0077,0.0078,0.0066,0.35207,0.087739,0.42009,0.79009,0.65698,0.038449,0.49631,0.85761,0.50115,0.51862,0.26842,0.91737,0.71702,0.54648,0.92775,0.09012,0.40026,0.30729,0.081118,0.38667,0.097349,0.50476,0.896,0.9508,0.10671,0.69527,0.45988,0.93738,0.045758,0.55616,1
0.0323,0.0101,0.0298,0.0564,0.076,0.0958,0.099,0.1018,0.103,0.2154,0.3085,0.3425,0.299,0.1402,0.1235,0.1534,0.1901,0.2429,0.212,0.2395,0.3272,0.5949,0.8302,0.9045,0.9888,0.9912,0.9448,1,0.9092,0.7412,0.7691,0.7117,0.5304,0.2131,0.0928,0.1297,0.1159,0.1226,0.1768,0.0345,0.1562,0.0824,0.1149,0.1694,0.0954,0.008,0.079,0.1255,0.0647,0.0179,0.0051,0.0061,0.0093,0.0135,0.0063,0.0063,0.0034,0.0032,0.0062,0.0067,0.31203,0.55987,0.073411,0.072302,0.53127,0.38002,0.97166,0.1153,0.81033,0.14909,0.53385,0.037202,0.23958,0.087037,0.92817,0.72718,0.8368,0.092897,0.13855,0.065032,0.065845,0.57922,0.95642,0.73484,0.62032,0.30176,0.048536,0.016957,0.50571,0.45135,1
0.0412,0.1135,0.0518,0.0232,0.0646,0.1124,0.1787,0.2407,0.2682,0.2058,0.1546,0.2671,0.3141,0.2904,0.3531,0.5079,0.4639,0.1859,0.4474,0.4079,0.54,0.4786,0.4332,0.6113,0.5091,0.4606,0.7243,0.8987,0.8826,0.9201,0.8005,0.6033,0.212,0.2866,0.4033,0.2803,0.3087,0.355,0.2545,0.1432,0.5869,0.6431,0.5826,0.4286,0.4894,0.5777,0.4315,0.264,0.1794,0.0772,0.0798,0.0376,0.0143,0.0272,0.0127,0.0166,0.0095,0.0225,0.0098,0.0085,0.0093976,0.66763,0.8714,0.24452,0.93702,0.54649,0.763,0.88252,0.80484,0.78194,0.22514,0.58598,0.41284,0.5889,0.99772,0.71652,0.16305,0.66292,0.032083,0.43232,0.060283,0.051684,0.1313,0.61864,0.87112,0.83208,0.2933,0.69727,0.95016,0.32994,1
0.0856,0.0454,0.0382,0.0203,0.0385,0.0534,0.214,0.311,0.2837,0.2751,0.2707,0.0946,0.102,0.4519,0.6737,0.6699,0.7066,0.5632,0.3785,0.2721,0.5297,0.7697,0.8643,0.9304,0.9372,0.6247,0.6024,0.681,0.5047,0.5775,0.4754,0.24,0.2779,0.1997,0.5305,0.7409,0.7775,0.4424,0.1416,0.3508,0.4482,0.4208,0.3054,0.2235,0.2611,0.2798,0.2392,0.2021,0.1326,0.0358,0.0128,0.0172,0.0138,0.0079,0.0037,0.0051,0.0258,0.0102,0.0037,0.0037,0.66813,0.1153,0.69465,0.010707,0.33342,0.068258,0.97977,0.38891,0.11782,0.16543,0.91249,0.42101,0.28944,0.40789,0.26829,0.081067,0.20331,0.028575,0.27342,0.68973,0.45503,0.26677,0.62641,0.56163,0.58883,0.77046,0.74535,0.77832,0.57756,0.087931,-1
0.0099,0.0484,0.0299,0.0297,0.0652,0.1077,0.2363,0.2385,0.0075,0.1882,0.1456,0.1892,0.3176,0.134,0.2169,0.2458,0.2589,0.2786,0.2298,0.0656,0.1441,0.1179,0.1668,0.1783,0.2476,0.257,0.1036,0.5356,0.7124,0.6291,0.4756,0.6015,0.7208,0.6234,0.5725,0.7523,0.8712,0.9252,0.9709,0.9297,0.8995,0.7911,0.56,0.2838,0.4407,0.5507,0.4331,0.2905,0.1981,0.0779,0.0396,0.0173,0.0149,0.0115,0.0202,0.0139,0.0029,0.016,0.0106,0.0134,0.88569,0.31566,0.84142,0.23254,0.36091,0.21323,0.20283,0.29982,0.61835,0.49522,0.11274,0.045529,0.15162,0.61258,0.94614,0.73651,0.34398,0.38454,0.76062,0.50656,0.87942,0.78288,0.74959,0.22776,0.76559,0.98687,0.92603,0.65249,0.43945,0.33158,-1
0.0368,0.0279,0.0103,0.0566,0.0759,0.0679,0.097,0.1473,0.2164,0.2544,0.2936,0.2935,0.2657,0.3187,0.2794,0.2534,0.198,0.1929,0.2826,0.3245,0.3504,0.3324,0.4217,0.4774,0.4808,0.6325,0.8334,0.9458,1,0.8425,0.5524,0.4795,0.52,0.3968,0.194,0.1519,0.201,0.1736,0.1029,0.2244,0.3717,0.4449,0.3939,0.203,0.201,0.2187,0.184,0.1477,0.0971,0.0224,0.0151,0.0105,0.0024,0.0018,0.0057,0.0092,0.0009,0.0086,0.011,0.0052,0.42132,0.9808,0.67625,0.25485,0.74649,0.7719,0.031669,0.75291,0.77273,0.25918,0.26634,0.92521,0.3098,0.040347,0.11213,0.083746,0.24913,0.072052,0.93873,0.71692,0.34785,0.53803,0.19088,0.88507,0.74779,0.61217,0.75265,0.55158,0.602,0.84796,1
0.031,0.0221,0.0433,0.0191,0.0964,0.1827,0.1106,0.1702,0.2804,0.4432,0.5222,0.5611,0.5379,0.4048,0.2245,0.1784,0.2297,0.272,0.5209,0.6898,0.8202,0.878,0.76,0.7616,0.7152,0.7288,0.8686,0.9509,0.8348,0.573,0.4363,0.4289,0.424,0.3156,0.1287,0.1477,0.2062,0.24,0.5173,0.5168,0.1491,0.2407,0.3415,0.4494,0.4624,0.2001,0.0775,0.1232,0.0783,0.0089,0.0249,0.0204,0.0059,0.0053,0.0079,0.0037,0.0015,0.0056,0.0067,0.0054,0.85858,0.88587,0.7014,0.91219,0.86393,0.63038,0.15815,0.26517,0.28484,0.62176,0.4798,0.75135,0.63344,0.047968,0.86996,0.89169,0.3457,0.29192,0.015316,0.30122,0.43669,0.93976,0.44376,0.51403,0.12625,0.36564,0.14521,0.5174,0.21455,0.081606,1
0.0378,0.0318,0.0423,0.035,0.1787,0.1635,0.0887,0.0817,0.1779,0.2053,0.3135,0.3118,0.3686,0.3885,0.585,0.7868,0.9739,1,0.9843,0.861,0.8443,0.9061,0.5847,0.4033,0.5946,0.6793,0.6389,0.5002,0.5578,0.4831,0.4729,0.3318,0.3969,0.3894,0.2314,0.1036,0.1312,0.0864,0.2569,0.3179,0.2649,0.2714,0.1713,0.0584,0.123,0.22,0.2198,0.1074,0.0423,0.0162,0.0093,0.0046,0.0044,0.0078,0.0102,0.0065,0.0061,0.0062,0.0043,0.0053,0.94799,0.022758,0.89542,0.36755,0.022054,0.80872,0.7197,0.52555,0.26912,0.45711,0.66093,0.060399,0.022592,0.45742,0.10951,0.88809,0.98638,0.21316,0.064294,0.70601,0.1312,0.53761,0.292,0.41864,0.63674,0.15074,0.34698,0.40496,0.67257,0.13992,-1
0.0599,0.0474,0.0498,0.0387,0.1026,0.0773,0.0853,0.0447,0.1094,0.0351,0.1582,0.2023,0.2268,0.2829,0.3819,0.4665,0.6687,0.8647,0.9361,0.9367,0.9144,0.9162,0.9311,0.8604,0.7327,0.5763,0.4162,0.4113,0.4146,0.3149,0.2936,0.3169,0.3149,0.4132,0.3994,0.4195,0.4532,0.4419,0.4737,0.3431,0.3194,0.337,0.2493,0.265,0.1748,0.0932,0.053,0.0081,0.0342,0.0137,0.0028,0.0013,0.0005,0.0227,0.0209,0.0081,0.0117,0.0114,0.0112,0.01,0.37611,0.86329,0.58741,0.038034,0.84952,0.02149,0.77728,0.22923,0.46612,0.25546,0.83595,0.72213,0.62416,0.81953,0.8983,0.56934,0.62395,0.722,0.66729,0.91521,0.6534,0.41295,0.43602,0.7753,0.90357,0.9757,0.89375,0.54062,0.32386,0.28728,1
0.0261,0.0266,0.0223,0.0749,0.1364,0.1513,0.1316,0.1654,0.1864,0.2013,0.289,0.365,0.351,0.3495,0.4325,0.5398,0.6237,0.6876,0.7329,0.8107,0.8396,0.8632,0.8747,0.9607,0.9716,0.9121,0.8576,0.8798,0.772,0.5711,0.4264,0.286,0.3114,0.2066,0.1165,0.0185,0.1302,0.248,0.1637,0.1103,0.2144,0.2033,0.1887,0.137,0.1376,0.0307,0.0373,0.0606,0.0399,0.0169,0.0135,0.0222,0.0175,0.0127,0.0022,0.0124,0.0054,0.0021,0.0028,0.0023,0.20329,0.24499,0.3252,0.65083,0.80763,0.011757,0.64496,0.056386,0.37125,0.5344,0.63471,0.28633,0.20019,0.69885,0.63519,0.84704,0.59626,0.70503,0.56279,0.7058,0.53749,0.96409,0.67995,0.69721,0.33376,0.70626,0.14177,0.27365,0.63414,0.82802,1
0.0335,0.0258,0.0398,0.057,0.0529,0.1091,0.1709,0.1684,0.1865,0.266,0.3188,0.3553,0.3116,0.1965,0.178,0.2794,0.287,0.3969,0.5599,0.6936,0.7969,0.7452,0.8203,0.9261,0.881,0.8814,0.9301,0.9955,0.8576,0.6069,0.3934,0.2464,0.1645,0.114,0.0956,0.008,0.0702,0.0936,0.0894,0.1127,0.0873,0.102,0.1964,0.2256,0.1814,0.2012,0.1688,0.1037,0.0501,0.0136,0.013,0.012,0.0039,0.0053,0.0062,0.0046,0.0045,0.0022,0.0005,0.0031,0.17917,0.4336,0.99485,0.81637,0.54278,0.3988,0.33806,0.82778,0.47924,0.091621,0.80684,0.96447,0.39706,0.54994,0.60099,0.12662,0.57729,0.71512,0.23651,0.13312,0.72911,0.59912,0.253,0.99028,0.49089,0.76659,0.85119,0.15523,0.35558,0.55479,1
0.0107,0.0453,0.0289,0.0713,0.1075,0.1019,0.1606,0.2119,0.3061,0.2936,0.3104,0.3431,0.2456,0.1887,0.1184,0.208,0.2736,0.3274,0.2344,0.126,0.0576,0.1241,0.3239,0.4357,0.5734,0.7825,0.9252,0.9349,0.9348,1,0.9308,0.8478,0.7605,0.704,0.7539,0.799,0.7673,0.5955,0.4731,0.484,0.434,0.3954,0.4837,0.5379,0.4485,0.2674,0.1541,0.1359,0.0941,0.0261,0.0079,0.0164,0.012,0.0113,0.0021,0.0097,0.0072,0.006,0.0017,0.0036,0.30629,0.13538,0.20754,0.08375,0.43378,0.2097,0.65465,0.11581,0.43821,0.56153,0.57242,0.14933,0.46583,0.20093,0.46842,0.20471,0.40303,0.36122,0.89268,0.66547,0.13213,0.94127,0.87214,0.59291,0.22538,0.17736,0.47753,0.88246,0.15258,0.32037,1
0.0089,0.0274,0.0248,0.0237,0.0224,0.0845,0.1488,0.1224,0.1569,0.2119,0.3003,0.3094,0.2743,0.2547,0.187,0.1452,0.1457,0.2429,0.3259,0.3679,0.3355,0.31,0.3914,0.528,0.6409,0.7707,0.8754,1,0.9806,0.6969,0.4973,0.502,0.5359,0.3842,0.1848,0.1149,0.157,0.1311,0.1583,0.2631,0.3103,0.4512,0.3785,0.1269,0.1459,0.1092,0.1485,0.1385,0.0716,0.0176,0.0199,0.0096,0.0103,0.0093,0.0025,0.0044,0.0021,0.0069,0.006,0.0018,0.85031,0.2156,0.28625,0.011481,0.60244,0.58791,0.045656,0.54192,0.25523,0.8522,0.49171,0.5972,0.79836,0.63799,0.5139,0.04947,0.54545,0.54647,0.46161,0.37556,0.8942,0.76101,0.5362,0.15633,0.76401,0.24052,0.926,0.18797,0.084486,0.77968,1
0.01,0.0194,0.0155,0.0489,0.0839,0.1009,0.1627,0.2071,0.2696,0.299,0.3242,0.3565,0.3951,0.5201,0.6953,0.8468,1,0.9278,0.851,0.801,0.8142,0.8825,0.7302,0.6107,0.7159,0.8458,0.6319,0.4808,0.6291,0.7152,0.6005,0.4235,0.4106,0.3992,0.173,0.1975,0.237,0.1339,0.1583,0.3151,0.1968,0.2054,0.1272,0.1129,0.1946,0.2195,0.193,0.1498,0.0773,0.0196,0.0122,0.013,0.0073,0.0077,0.0075,0.006,0.008,0.0019,0.0053,0.0019,0.5256,0.77473,0.83311,0.36562,0.33511,0.82272,0.86748,0.62468,0.14114,0.72749,0.80151,0.46517,0.221,0.04533,0.54477,0.69238,0.77743,0.35783,0.60518,0.50244,0.45795,0.11087,0.91239,0.13079,0.40479,0.90449,0.54141,0.4358,0.7388,0.87742,-1
0.0164,0.0173,0.0347,0.007,0.0187,0.0671,0.1056,0.0697,0.0962,0.0251,0.0801,0.1056,0.1266,0.089,0.0198,0.1133,0.2826,0.3234,0.3238,0.4333,0.6068,0.7652,0.9203,0.9719,0.9207,0.7545,0.8289,0.8907,0.7309,0.6896,0.5829,0.4935,0.3101,0.0306,0.0244,0.1108,0.1594,0.1371,0.0696,0.0452,0.062,0.1421,0.1597,0.1384,0.0372,0.0688,0.0867,0.0513,0.0092,0.0198,0.0118,0.009,0.0223,0.0179,0.0084,0.0068,0.0032,0.0035,0.0056,0.004,0.82844,0.087186,0.77025,0.41277,0.77811,0.74908,0.10296,0.00037582,0.26617,0.5387,0.44105,0.41134,0.38239,0.72075,0.69025,0.29329,0.4704,0.94096,0.3145,0.39901,0.10063,0.28513,0.46591,0.17036,0.96011,0.7338,0.5281,0.36305,0.83741,0.57082,-1
0.0217,0.0152,0.0346,0.0346,0.0484,0.0526,0.0773,0.0862,0.1451,0.211,0.2343,0.2087,0.1645,0.1689,0.165,0.1967,0.2934,0.3709,0.4309,0.4161,0.5116,0.6501,0.7717,0.8491,0.9104,0.8912,0.8189,0.6779,0.5368,0.5207,0.5651,0.5749,0.525,0.4255,0.333,0.2331,0.1451,0.1648,0.2694,0.373,0.4467,0.4133,0.3743,0.3021,0.2069,0.179,0.1689,0.1341,0.0769,0.0222,0.0205,0.0123,0.0067,0.0011,0.0026,0.0049,0.0029,0.0022,0.0022,0.0032,0.10688,0.40038,0.20058,0.41602,0.09672,0.92914,0.94697,0.16362,0.34848,0.67162,0.04887,0.88049,0.90679,0.4243,0.56303,0.74785,0.088387,0.44479,0.13487,0.96044,0.40104,0.2126,0.37314,0.06602,0.61239,0.87467,0.84208,0.88102,0.36747,0.55948,1
0.0201,0.0423,0.0554,0.0783,0.062,0.0871,0.1201,0.2707,0.1206,0.0279,0.2251,0.2615,0.177,0.3709,0.4533,0.5553,0.4616,0.3797,0.345,0.2665,0.2395,0.1127,0.2556,0.5169,0.3779,0.4082,0.5353,0.5116,0.4544,0.4258,0.3869,0.3939,0.4661,0.3974,0.2194,0.1816,0.1023,0.2108,0.3253,0.3697,0.2912,0.301,0.2563,0.1927,0.2062,0.1751,0.0841,0.1035,0.0641,0.0153,0.0081,0.0191,0.0182,0.016,0.029,0.009,0.0242,0.0224,0.019,0.0096,0.61714,0.59011,0.76477,0.46338,0.45195,0.52455,0.3795,0.0095166,0.25252,0.86068,0.98746,0.22489,0.12388,0.51579,0.20387,0.53474,0.9339,0.11082,0.92812,0.11567,0.86828,0.41477,0.69349,0.37528,0.35358,0.26773,0.17965,0.80124,0.12705,0.7107,1
